Index,Size
Clique1,322
Clique2,77
Clique3,56
Clique4,23
Clique5,21
Clique6,9
Clique7,8
Clique8,6
Clique9,6
Clique10,5
Clique11,5
Clique12,3
Clique13,2
Clique14,2
Clique15,2
Clique16,2
Clique17,2
Clique18,2
Clique19,2
Clique20,2

