"FileName","ChangeFreq"
"website.src.documentation.translations.tabs_xml","4"
"preflight.src.main.java.org.apache.padaf.preflight.utils.ContentStreamEngine_java","4"
"src.org.pdfbox.pdmodel.edit.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper_java","4"
"src.org.pdfbox.pdmodel.text.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.Operators_java","4"
"src.org.pdfbox.pdmodel.package_html","4"
"src.main.java.org.apache.pdfbox.util.operator.pagedrawer.SetLineCapStyle_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.flagbitspane.FieldFlag_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.LocaleType_java","4"
"src.org.pdfbox.pdmodel.graphics.color.PDGamma_java","4"
"tools.src.test.java.org.apache.pdfbox.tools.TestTextToPdf_java","4"
"src.org.pdfbox.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.filter.ccitt.FillOrderChangeInputStream_java","4"
"src.main.java.org.apache.pdfbox.util.operator.pagedrawer.FillNonZeroAndStrokePath_java","4"
"fontbox.src.main.java.org.apache.fontbox.ttf.BufferedRandomAccessFile_java","4"
"src.main.java.org.apache.pdfbox.encoding.conversion.CJKConverter_java","4"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.font.Type1Glyph2D_java","4"
"src.main.java.org.apache.pdfbox.util.operator.SetLineJoinStyle_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationText_java","4"
"src.org.pdfbox.encryption.package_html","4"
"src.org.pdfbox.pdmodel.documentinterchange.prepress.package_html","4"
"src.org.pdfbox.pdmodel.fdf.FDFDocument_java","4"
"src.test.pdfbox.encryption.TestPublicKeyEncryption_java","4"
"src.org.pdfbox.pdmodel.font.PDMMType1Font_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.package_html","4"
"src.test.pdfbox.util.TestDateUtil_java","4"
"src.org.pdfbox.pdmodel.graphics.color.PDPattern_java","4"
"src.org.pdfbox.util.operator.pagedrawer.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.FontProvider_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink_java","4"
"src.org.pdfbox.encoding.MacRomanEncoding_java","4"
"website.src.documentation.translations.langcode_xml","4"
"src.test.pdfbox.cos.package_html","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.schema.PDFAFieldDescription_java","4"
"website.src.documentation.content.xdocs.references_xml","4"
"preflight.README_txt","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.Concatenate_java","4"
"preflight.src.test.java.org.apache.pdfbox.preflight.TestPreflightPath_java","4"
"src.org.pdfbox.pdmodel.graphics.color.package_html","4"
"src.org.pdfbox.filter.ASCII85Filter_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDVariableText_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.persistence.util.COSObjectKey_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetLineDashPattern_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.SaveMetadataHelper_java","4"
"src.org.pdfbox.PDFSplit_java","4"
"src.org.pdfbox.io.FastByteArrayOutputStream_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationFreeText_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate_java","4"
"src.main.java.org.apache.pdfbox.util.operator.SetLineCapStyle_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFNamedPageReference_java","4"
"src.org.pdfbox.ImportXFDF_java","4"
"src.org.pdfbox.pdmodel.interactive.pagenavigation.PDThread_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType_java","4"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.util.GlyphDescription_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDXFA_java","4"
"src.org.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions_java","4"
"src.test.pdfbox.util.TestTextStripperPerformance_java","4"
"src.org.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationHighlight_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDAcroForm_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationSquare_java","4"
"src.org.pdfbox.util.TextPositionComparator_java","4"
"src.org.pdfbox.util.operator.SetLineWidth_java","4"
"website.src.documentation.translations.menu_es_xml","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationPolyline_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDFFontManager_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.text.ICU4JImpl_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.state.PDTextState_java","4"
"src.org.pdfbox.examples.pdmodel.CreateBookmarks_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours_java","4"
"src.org.pdfbox.Version_java","4"
"src.org.pdfbox.pdmodel.encryption.ProtectionPolicy_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFCatalog_java","4"
"src.org.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions_java","4"
"src.org.pdfbox.searchengine.lucene.LucenePDFDocument_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.RenditionClassType_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFIconFit_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDPanose_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.hexviewer.HexModel_java","4"
"pdfbox.src.test.java.org.apache.pdfbox.TestTextToPdf_java","4"
"pdfbox.src.test.java.org.apache.pdfbox.util.PDFMergerUtilityTest_java","4"
"examples.src.main.java.org.apache.pdfbox.examples.interactive.form.FillFormField_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.ClosePath_java","4"
"src.org.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences_java","4"
"website.src.documentation.translations.menu_it_xml","4"
"src.org.pdfbox.util.operator.SetTextFont_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.DefaultAppearanceHandler_java","4"
"src.org.pdfbox.PrintPDF_java","4"
"src.org.pdfbox.examples.pdmodel.AddMessageToEachPage_java","4"
"src.org.pdfbox.io.RandomAccessFileOutputStream_java","4"
"src.org.pdfbox.pdmodel.font.PDCIDFontType2Font_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.PartType_java","4"
"src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem_java","4"
"src.org.pdfbox.cos.COSBoolean_java","4"
"website.src.documentation.translations.tabs_es_xml","4"
"website.src.documentation.content.xdocs.donations_xml","4"
"src.org.pdfbox.exceptions.COSVisitorException_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.PDActionRemoteGoTo_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.streampane.tooltip.KToolTip_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDChoiceButton_java","4"
"src.org.pdfbox.pdmodel.graphics.xobject.PDXObjectForm_java","4"
"src.org.pdfbox.util.operator.SetMatrix_java","4"
"fontbox.src.test.java.org.apache.fontbox.cmap.TestCMap_java","4"
"src.org.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDAppearance_java","4"
"src.org.pdfbox.examples.pdmodel.HelloWorld_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine_java","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageDestination_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.PDWindowsLaunchParams_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.gui.ReaderBottomPanel_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.cos.COSUnread_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.PDActionURI_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.MoveText_java","4"
"src.org.pdfbox.io.RandomAccess_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationInk_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.ConformingPDDocument_java","4"
"src.main.java.org.apache.pdfbox.encoding.conversion.EncodingConverter_java","4"
"src.org.pdfbox.pdmodel.interactive.digitalsignature.package_html","4"
"pdfbox.src.test.java.org.apache.pdfbox.filter.ccitt.TestCCITTFaxG31DDecodeInputStream_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.TilingPatternDrawer_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.streampane.tooltip.SCNToolTip_java","4"
"src.org.pdfbox.examples.AbstractExample_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.EndPath_java","4"
"src.org.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification_java","4"
"src.org.pdfbox.pdmodel.graphics.xobject.PDCcitt_java","4"
"src.org.pdfbox.util.operator.Invoke_java","4"
"src.org.pdfbox.util.operator.GRestore_java","4"
"src.org.pdfbox.searchengine.package_html","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination_java","4"
"src.org.pdfbox.pdmodel.interactive.form.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdfparser.EndstreamOutputStream_java","4"
"examples.src.main.java.org.apache.pdfbox.examples.rendering.CustomPageDrawer_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.URLType_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.ExtensionFileFilter_java","4"
"licenses.adobe.AFM_License_html","4"
"xmpbox.src.test.java.org.apache.padaf.xmpbox.type.TestLayerType_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.font.Glyph2D_java","4"
"src.org.pdfbox.cos.COSArray_java","4"
"src.org.pdfbox.pdmodel.graphics.predictor.Up_java","4"
"src.org.pdfbox.encoding.DictionaryEncoding_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.encoding.conversion.CMapSubstitution_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.stringpane.StringPane_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.streampane.tooltip.RGToolTip_java","4"
"src.org.pdfbox.pdmodel.graphics.PDGraphicsState_java","4"
"src.org.pdfbox.examples.util.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.MapUtil_java","4"
"src.test.java.org.apache.pdfbox.pdfparser.TestPDFParser_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDFieldFactory_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotation_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.FillEvenOddRule_java","4"
"src.test.pdfbox.pdfparser.package_html","4"
"pdfbox.src.test.java.org.apache.pdfbox.multipdf.TestLayerUtility_java","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.package_html","4"
"src.org.pdfbox.util.operator.SetTextRise_java","4"
"src.test.java.org.apache.pdfbox.util.TestTextStripperPerformance_java","4"
"src.org.pdfbox.util.ImageParameters_java","4"
"src.org.pdfbox.examples.pdmodel.AddImageToPDF_java","4"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDSquareAnnotationTest_java","4"
"xmpbox.src.test.java.org.apache.padaf.xmpbox.type.TestJobType_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.Attribute_java","4"
"src.org.pdfbox.pdmodel.interactive.digitalsignature.PDSignature_java","4"
"src.main.java.org.apache.pdfbox.examples.pdmodel.AddMetadataFromDocInfo_java","4"
"src.org.pdfbox.ImportFDF_java","4"
"src.org.pdfbox.pdmodel.graphics.xobject.PDInlinedImage_java","4"
"src.org.pdfbox.pdmodel.common.PDRectangle_java","4"
"src.org.pdfbox.examples.pdmodel.ReplaceURLs_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.ProperNameType_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDChoiceField_java","4"
"src.org.pdfbox.util.PDFTextStripper_java","4"
"website.src.documentation.content.xdocs.userguide.fonts_xml","4"
"xmpbox.src.test.java.org.apache.xmpbox.schema.DublinCoreTest_java","4"
"pdfbox.src.main.resources.org.apache.pdfbox.resources.PDDeviceCMYK_properties","4"
"src.org.pdfbox.pdmodel.encryption.package_html","4"
"examples.src.main.java.org.apache.pdfbox.examples.signature.CreateEmptySignatureForm_java","4"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.TestPDPageContentStream_java","4"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.OSXAdapter_java","4"
"src.main.java.org.apache.pdfbox.pdmodel.common.PDNumberTreeNode_java","4"
"preflight.src.main.java.org.apache.pdfbox.preflight.exception.ValidationException_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.pagedrawer.SetLineWidth_java","4"
"src.org.pdfbox.util.DateConverter_java","4"
"preflight.src.main.java.org.apache.pdfbox.preflight.graphic.NoPatternColorSpaceHelper_java","4"
"website.src.documentation.translations.languages_es_xml","4"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.font.PDSimpleFontTest_java","4"
"src.org.pdfbox.pdmodel.interactive.action.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.BeginText_java","4"
"src.org.pdfbox.filter.LZWNode_java","4"
"src.org.pdfbox.encoding.EncodingManager_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFField_java","4"
"src.org.pdfbox.Encrypt_java","4"
"fontbox.src.main.java.org.apache.fontbox.util.autodetect.FontDirFinder_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.PDAction_java","4"
"xmpbox.src.main.java.org.apache.xmpbox.type.Types_java","4"
"src.main.java.org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination_java","4"
"src.test.java.org.apache.pdfbox.filter.TestFilters_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.BadFieldValueException_java","4"
"src.org.pdfbox.cos.ICOSVisitor_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary_java","4"
"src.org.pdfbox.examples.pdmodel.PrintURLs_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetMatrix_java","4"
"src.org.pdfbox.pdmodel.common.PDNamedTextStream_java","4"
"preflight.src.main.java.org.apache.padaf.preflight.font.Type3FontValidator_java","4"
"src.org.pdfbox.pdmodel.encryption.PDStandardEncryption_java","4"
"website.src.documentation.content.xdocs.commandlineutilities.TextToPDF_xml","4"
"src.org.pdfbox.pdmodel.interactive.form.PDUnknownField_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetMatrix_java","4"
"src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation_java","4"
"src.org.pdfbox.cos.COSNull_java","4"
"src.org.pdfbox.exceptions.WrappedException_java","4"
"website.src.documentation.translations.menu_sk_xml","4"
"website.src.documentation.translations.menu_de_xml","4"
"src.org.pdfbox.examples.util.ExtractTextByArea_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.fontencodingpane.Type0Font_java","4"
"src.test.pdfbox.filter.TestFilters_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.PDActionLaunch_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetGraphicsStateParameters_java","4"
"src.org.pdfbox.util.BitFlagHelper_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight_java","4"
"src.org.pdfbox.PDFMerger_java","4"
"src.org.pdfbox.pdfviewer.PDFTreeModel_java","4"
"src.org.pdfbox.TextToPDF_java","4"
"src.org.pdfbox.examples.pdmodel.PrintBookmarks_java","4"
"debugger.src.main.java.org.apache.pdfbox.tools.pdfdebugger.ui.textsearcher.SearchEngine_java","4"
"src.org.pdfbox.examples.util.PrintTextLocations_java","4"
"examples.src.main.java.org.apache.pdfbox.examples.util.PDFHighlighter_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit_java","4"
"src.org.pdfbox.util.PDFImageWriter_java","4"
"src.org.pdfbox.filter.LZWFilter_java","4"
"src.org.pdfbox.cos.package_html","4"
"src.org.pdfbox.examples.pdmodel.AddMetadataFromDocInfo_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary_java","4"
"pdfbox.src.test.java.org.apache.pdfbox.pdfparser.EndstreamOutputStreamTest_java","4"
"src.test.pdfbox.TestAll_java","4"
"src.org.pdfbox.filter.LZWDictionary_java","4"
"src.org.pdfbox.pdmodel.common.function.PDFunctionType0_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage_java","4"
"src.org.pdfbox.ConvertColorspace_java","4"
"src.org.pdfbox.pdmodel.common.PDStream_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationCircle_java","4"
"src.org.pdfbox.io.ByteArrayPushBackInputStream_java","4"
"src.org.pdfbox.pdmodel.common.PDTextStream_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp_java","4"
"preflight.src.main.java.org.apache.padaf.preflight.font.TrueTypeFontValidator_java","4"
"src.org.pdfbox.pdmodel.graphics.xobject.package_html","4"
"src.org.pdfbox.pdmodel.common.filespecification.PDFileSpecification_java","4"
"src.org.pdfbox.util.XMLUtil_java","4"
"preflight.src.test.java.org.apache.padaf.preflight.TestIsartorValidationFromClasspath_java","4"
"xmpbox.src.test.java.org.apache.padaf.xmpbox.parser.PropMappingTest_java","4"
"src.org.pdfbox.examples.pdmodel.RemoveFirstPage_java","4"
"src.org.pdfbox.util.operator.CloseAndStrokePath_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly_java","4"
"src.org.pdfbox.pdfviewer.package_html","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference_java","4"
"src.org.pdfbox.pdmodel.common.function.PDDictionaryFunction_java","4"
"src.org.pdfbox.util.operator.ShowTextGlyph_java","4"
"src.org.pdfbox.encoding.AFMEncoding_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetStrokingDeviceN_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary_java","4"
"src.org.pdfbox.cos.COSStream_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.PDFCloneUtility_java","4"
"src.org.pdfbox.persistence.util.package_html","4"
"xmpbox.src.main.java.org.apache.xmpbox.type.Attribute_java","4"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.util.GlyphException_java","4"
"src.org.pdfbox.ExtractText_java","4"
"src.org.pdfbox.cos.COSFloat_java","4"
"fontbox.fontbox-checkstyle_xml","4"
"src.org.pdfbox.util.ResourceLoader_java","4"
"src.org.pdfbox.examples.pdmodel.PrintDocumentMetaData_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationLine_java","4"
"src.org.pdfbox.pdmodel.common.COSStreamArray_java","4"
"xmpbox.src.main.java.org.apache.xmpbox.schema.TiffSchema_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.text.ShowText_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.FillEvenOddAndStrokePath_java","4"
"src.org.pdfbox.pdmodel.common.PDMetadata_java","4"
"src.org.pdfbox.pdmodel.encryption.BadSecurityHandlerException_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetLineWidth_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.StrokePath_java","4"
"src.org.pdfbox.pdmodel.graphics.predictor.Optimum_java","4"
"src.org.pdfbox.util.operator.pagedrawer.BeginInlineImage_java","4"
"src.org.pdfbox.encoding.WinAnsiEncoding_java","4"
"src.org.pdfbox.pdmodel.common.PDDestinationOrAction_java","4"
"src.org.pdfbox.filter.FilterManager_java","4"
"src.main.java.org.apache.pdfbox.util.operator.ShowText_java","4"
"src.org.pdfbox.util.operator.SetGraphicsStateParameters_java","4"
"src.org.pdfbox.PDFDebugger_java","4"
"src.org.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot_java","4"
"src.org.pdfbox.filter.ASCIIHexFilter_java","4"
"src.org.pdfbox.filter.CCITTFaxDecodeFilter_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.color.SetStrokingColorSpace_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.LineTo_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary_java","4"
"src.main.java.org.apache.pdfbox.filter.ASCIIHexFilter_java","4"
"src.org.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead_java","4"
"src.org.pdfbox.cos.COSObject_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination_java","4"
"src.org.pdfbox.pdmodel.interactive.action.PDAdditionalActions_java","4"
"pdfbox-checkstyle-5_xml","4"
"src.main.java.org.apache.pdfbox.util.PDFImageWriter_java","4"
"src.org.pdfbox.examples.pdmodel.CreateBlankPDF_java","4"
"src.org.pdfbox.pdmodel.encryption.PublicKeyRecipient_java","4"
"src.main.java.org.apache.pdfbox.util.TextPositionComparator_java","4"
"src.org.pdfbox.util.PDFOperator_java","4"
"build_properties_example","4"
"xmpbox.src.test.java.org.apache.xmpbox.TestXMPWithDefinedSchemas_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.ClipEvenOddRule_java","4"
"src.org.pdfbox.util.operator.SetCharSpacing_java","4"
"src.org.pdfbox.pdmodel.PDDestinationNameTreeNode_java","4"
"xmpbox.src.test.java.org.apache.xmpbox.type.TestResourceRefType_java","4"
"src.org.pdfbox.pdmodel.interactive.action.type.package_html","4"
"src.org.pdfbox.pdmodel.common.function.PDFunction_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.io.SequentialRead_java","4"
"preflight.src.test.java.org.apache.pdfbox.preflight.action.pdfa1b.TestUriAction_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut_java","4"
"src.org.pdfbox.pdmodel.graphics.color.PDDeviceN_java","4"
"fontbox.src.main.java.org.apache.fontbox.cff.CFFEncoding_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.SetHorizontalTextScaling_java","4"
"src.org.pdfbox.ExportXFDF_java","4"
"src.org.pdfbox.pdmodel.PDDocumentCatalog_java","4"
"src.org.pdfbox.pdmodel.graphics.color.PDTristimulus_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceCMYKColor_java","4"
"src.org.pdfbox.io.RandomAccessFileInputStream_java","4"
"src.org.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.AgentNameType_java","4"
"preflight.src.main.java.org.apache.padaf.preflight.font.TrueTypeFontContainer_java","4"
"src.test.java.org.apache.pdfbox.util.TestDateUtil_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.examples.pdmodel.ReplaceString_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.pdfdebugger.streampane.OperatorMarker_java","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination_java","4"
"src.org.pdfbox.filter.RunLengthDecodeFilter_java","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination_java","4"
"src.org.pdfbox.pdmodel.encryption.AccessPermission_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.MIMEType_java","4"
"src.org.pdfbox.ExtractImages_java","4"
"preflight.src.main.java.org.apache.padaf.preflight.font.Type1FontValidator_java","4"
"src.org.pdfbox.pdmodel.PDResources_java","4"
"src.org.pdfbox.examples.util.RemoveAllText_java","4"
"src.org.pdfbox.util.operator.pagedrawer.EndPath_java","4"
"src.org.pdfbox.exceptions.InvalidPasswordException_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.operator.graphics.CurveToReplicateFinalPoint_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFOptionElement_java","4"
"src.org.pdfbox.encoding.package_html","4"
"src.org.pdfbox.pdmodel.fdf.FDFPageInfo_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.util.ResourceLoader_java","4"
"src.org.pdfbox.pdfviewer.MapEntry_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDPushButton_java","4"
"xmpbox.src.main.java.org.apache.padaf.xmpbox.type.GUIDType_java","4"
"xmpbox.src.test.java.org.apache.padaf.xmpbox.type.TestThumbnailType_java","4"
"src.org.pdfbox.pdmodel.common.PDMemoryStream_java","4"
"src.org.pdfbox.pdmodel.interactive.viewerpreferences.package_html","4"
"src.main.java.org.apache.pdfbox.util.operator.pagedrawer.CurveToReplicateInitialPoint_java","4"
"src.org.pdfbox.pdmodel.graphics.color.PDCalRGB_java","4"
"src.org.pdfbox.pdmodel.interactive.form.PDSignature_java","4"
"preflight.src.test.java.org.apache.padaf.preflight.xmp.TestSynchronizedMetadataValidation_java","4"
"src.org.pdfbox.examples.pdmodel.ShowColorBoxes_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.DualCOSObjectable_java","4"
"src.org.pdfbox.pdmodel.fdf.FDFDictionary_java","4"
"xmpbox.src.test.java.org.apache.padaf.xmpbox.type.TestResourceEventType_java","4"
"src.org.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination_java","4"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly_java","4"
"src.org.pdfbox.pdfviewer.ArrayEntry_java","4"
"src.org.pdfbox.util.Splitter_java","4"
"tools.src.main.java.org.apache.pdfbox.tools.gui.ArrayEntry_java","4"
"src.org.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo_java","4"
"src.main.java.org.apache.pdfbox.pdmodel.graphics.PDGraphicsState_java","4"
"src.org.pdfbox.pdmodel.PDDocumentInformation_java","4"
"xmpbox.src.main.java.org.apache.xmpbox.type.IntegerType_java","4"
"src.test.pdfbox.util.package_html","4"
"src.org.pdfbox.pdmodel.graphics.predictor.package_html","4"
