"FileName","TargetIssueFreq","TargetCommitFreq","TargetChurn","ChangeFreq","ChangeChurn","Clique","Crossing","isCenter","ModularityViolation","PackageCycle","UnhealthyInheritance","UnstableInterface","isUnstableInterface"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes_java","0","0","0","8","1000","0","0","false","4","0","0","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemTest_java","0","0","0","1","191","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFOptionElement_java","0","0","0","4","32","0","1","false","1","0","0","2","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.CmapTable_java","0","0","0","3","38","1","3","false","2","0","1","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed_java","0","0","0","3","115","1","0","false","1","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper_java","0","0","0","8","253","1","1","false","4","1","1","12","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.GoToAction_java","0","0","0","6","307","1","4","false","5","1","2","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.TilingPaint_java","2","3","48","19","303","1","2","false","0","0","1","3","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.PageEntry_java","0","0","0","2","10","0","0","false","1","2","1","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.CreateVisibleSignature_java","4","4","92","52","1836","0","2","false","4","0","1","7","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding_java","0","0","0","4","59","0","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.SetFlatness_java","0","0","0","2","17","0","0","false","0","1","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.GlyphTable_java","0","0","0","18","506","1","5","true","2","0","1","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink_java","0","0","0","2","84","1","1","false","0","0","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot_java","0","0","0","15","213","1","4","false","8","1","2","13","false"
"examples.src.main.java.org.apache.pdfbox.examples.util.PrintImageLocations_java","0","0","0","27","508","0","7","false","11","0","0","13","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.HelloWorldType1_java","0","0","0","5","96","0","0","false","1","0","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.OpenTypeFont_java","1","1","2","5","133","0","2","false","1","0","1","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormTest_java","2","2","136","8","253","0","1","false","0","0","4","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.util.MatrixTest_java","0","0","0","1","48","0","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.multipdf.TestLayerUtility_java","0","0","0","4","15","0","0","false","1","0","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.EmbeddedFonts_java","0","0","0","10","160","0","1","false","3","0","0","1","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.textsearcher.SearchPanel_java","0","0","0","3","8","1","0","false","1","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.PDSignatureFieldTest_java","0","0","0","6","91","0","2","false","2","0","2","3","false"
"xmpbox.src.main.java.org.apache.xmpbox.schema.ExifSchema_java","0","0","0","3","337","1","1","false","1","2","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.CIDFontMapping_java","0","0","0","2","58","0","0","false","0","0","1","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage_java","0","0","0","21","233","0","8","true","6","0","2","13","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.hexviewer.AddressPane_java","0","0","0","1","2","1","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext_java","1","1","10","36","1409","1","2","false","8","0","1","9","false"
"pdfbox.src.main.java.org.apache.pdfbox.io.RandomAccessRead_java","0","0","0","7","142","0","0","false","1","0","1","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.VerticalMetricsTable_java","0","0","0","2","117","1","1","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.blend.BlendMode_java","0","0","0","10","726","0","1","false","3","0","1","4","false"
"tools.src.main.java.org.apache.pdfbox.tools.Decrypt_java","1","1","2","10","158","0","0","false","2","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.ResourceCache_java","0","0","0","1","107","0","0","false","0","6","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern_java","0","0","0","9","223","1","1","false","1","0","1","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorN_java","0","0","0","2","4","0","0","false","0","1","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddRule_java","0","0","0","1","4","1","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.filter.ASCII85OutputStream_java","1","1","1","5","18","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDCIDFontType2_java","4","5","103","47","1214","1","5","true","7","0","2","10","false"
"pdfbox.src.test.java.org.apache.pdfbox.cos.TestCOSUpdateInfo_java","0","0","0","3","47","0","0","false","0","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.FileSpecificationValidationProcess_java","0","0","0","7","186","1","3","false","4","1","0","13","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint_java","0","0","0","11","158","1","0","false","3","0","0","1","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.ShowTextWithPositioning_java","0","0","0","3","196","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdfwriter.COSStandardOutputStream_java","0","0","0","9","202","0","1","false","6","0","0","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.filter.DCTFilter_java","1","2","88","27","726","1","1","false","7","1","1","9","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine_java","0","0","0","13","369","1","2","false","1","0","1","3","false"
"pdfbox.src.test.java.org.apache.pdfbox.rendering.TestPDFToImage_java","0","0","0","10","386","0","0","false","3","0","0","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.io.RandomAccessFile_java","0","0","0","13","207","0","0","false","8","0","0","7","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.ChoiceType_java","0","0","0","2","15","1","4","false","2","1","1","15","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult_java","0","0","0","0","0","0","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.text.TestTextStripper_java","0","0","0","14","477","0","0","false","2","0","1","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.DateConverterTest_java","1","1","2","7","118","0","0","false","0","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.AcroFormValidationProcess_java","1","1","19","18","540","1","9","false","5","2","2","17","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.CreateEmbeddedTimeStamp_java","0","0","0","4","303","0","0","false","2","0","0","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.interactive.form.CreateRadioButtons_java","0","0","0","0","0","0","0","false","0","0","5","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder_java","1","1","5","17","737","1","5","false","4","1","2","7","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.colorpane.ColorBarCellRenderer_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary_java","0","0","0","5","542","0","0","false","1","0","0","2","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.ExtractMetadata_java","0","0","0","15","391","0","1","false","5","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDSeparation_java","1","1","40","15","434","1","3","false","13","1","1","15","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.flagbitspane.FontFlag_java","0","0","0","1","2","0","0","false","0","0","1","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.type.TestLayerType_java","0","0","0","4","201","0","3","false","3","0","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary_java","0","0","0","4","54","0","0","false","1","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView_java","0","0","0","6","164","1","0","false","2","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus_java","0","0","0","2","81","0","0","false","6","0","1","5","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.hexviewer.StatusPane_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.exception.MissingValidationProcessException_java","0","0","0","3","71","0","1","false","3","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.color.SetStrokingColorSpace_java","1","1","9","6","39","0","3","false","4","1","0","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint_java","0","0","0","7","116","1","0","false","2","0","0","1","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.reflect.AnnotationValidationProcess_java","0","0","0","5","122","1","5","false","3","1","0","12","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.EmbeddedFiles_java","0","0","0","14","249","0","1","false","8","0","1","7","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PDEmbeddedFilesNameTreeNode_java","0","0","0","5","29","1","1","false","2","2","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.text.PDFMarkedContentExtractor_java","0","0","0","5","30","1","0","false","2","2","0","0","false"
"tools.src.main.java.org.apache.pdfbox.tools.DecompressObjectstreams_java","0","0","0","9","88","0","0","false","2","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream_java","0","0","0","8","336","1","6","false","10","2","1","16","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare_java","0","0","0","5","142","1","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination_java","0","0","0","3","6","1","0","false","1","0","0","0","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.integration.AbstractInvalidFileTester_java","0","0","0","7","282","0","1","false","1","0","1","1","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirectionTest_java","0","0","0","1","47","0","0","false","0","0","0","0","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.TextType_java","0","0","0","3","97","1","12","false","2","2","2","15","true"
"xmpbox.src.main.java.org.apache.xmpbox.type.MIMEType_java","0","0","0","2","15","1","3","false","2","2","1","15","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.streampane.tooltip.SCNToolTip_java","0","0","0","2","8","1","0","false","0","0","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.TestRadioButtons_java","0","0","0","7","145","0","1","false","1","0","2","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDCIDFont_java","4","4","96","30","1441","1","6","true","11","0","3","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.state.Save_java","0","0","0","1","6","0","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDDestinationOrAction_java","0","0","0","2","3","0","0","false","2","1","2","2","false"
"examples.src.main.java.org.apache.pdfbox.examples.util.AddWatermarkText_java","0","0","0","0","0","0","0","false","0","0","1","0","false"
"fontbox.src.main.java.org.apache.fontbox.cff.Type2CharStringParser_java","1","1","12","16","1044","0","0","false","5","0","0","1","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.RubberStampWithImage_java","0","0","0","22","445","0","6","false","9","0","2","17","false"
"examples.src.main.java.org.apache.pdfbox.examples.ant.PDFToTextTask_java","0","0","0","8","31","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDCheckBox_java","0","0","0","1","6","1","0","false","0","1","2","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.AcroFormsRotationTest_java","1","1","114","1","114","0","0","false","0","0","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.GlyphDescription_java","0","0","0","3","103","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions_java","0","0","0","6","28","1","1","false","4","0","0","2","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.UsingTextMatrix_java","0","0","0","15","285","0","2","false","8","0","0","8","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDType3CharProc_java","0","0","0","9","981","1","4","false","5","2","2","6","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.hexviewer.SelectionChangeListener_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PDDocument_java","12","20","207","181","6544","1","26","true","10","13","7","28","true"
"xmpbox.src.main.java.org.apache.xmpbox.type.AbstractStructuredType_java","0","0","0","3","251","1","14","true","1","2","4","15","true"
"xmpbox.src.main.java.org.apache.xmpbox.xml.XmpSerializationException_java","0","0","0","2","49","0","0","false","3","0","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference_java","0","0","0","8","301","1","0","false","6","1","0","4","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.CreatePatternsPDF_java","0","0","0","6","276","0","0","false","0","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.SimpleFontValidator_java","0","0","0","8","627","1","5","true","4","0","2","14","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.PDFATypeType_java","0","0","0","3","106","1","5","false","3","1","1","15","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.cert.CertificateVerificationException_java","0","0","0","0","0","0","0","false","0","1","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.fontencodingpane.Type0Font_java","0","0","0","4","101","1","0","false","2","0","3","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.TTFSubsetter_java","3","5","105","26","1967","0","2","false","6","0","1","5","false"
"pdfbox.src.main.java.org.apache.pdfbox.cos.COSNumber_java","1","2","26","13","106","0","3","false","2","3","2","4","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.StructuredType_java","0","0","0","2","13","0","10","false","2","2","0","15","true"
"fontbox.src.main.java.org.apache.fontbox.ttf.TTFParser_java","3","5","47","27","1111","0","6","true","6","0","3","6","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.annotation.TextAnnotationValidator_java","0","0","0","3","220","1","2","false","4","1","0","12","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.WGL4Names_java","0","0","0","7","108","0","0","false","6","0","0","1","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.font.descriptor.Type1DescriptorHelper_java","0","0","0","18","615","1","3","false","6","0","1","9","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext_java","2","2","19","45","2921","1","3","false","5","0","2","5","false"
"pdfbox.src.main.java.org.apache.pdfbox.rendering.Glyph2D_java","0","0","0","2","48","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PDResources_java","0","0","0","61","4236","1","18","true","11","9","3","24","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue_java","0","0","0","13","737","0","2","false","4","0","1","5","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateInitialPoint_java","0","0","0","5","47","1","2","false","4","1","2","1","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.flagbitspane.EncryptFlag_java","0","0","0","2","71","0","0","false","0","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1_java","1","1","11","12","418","1","1","false","3","0","1","4","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.PDTrueTypeFont_java","6","9","131","91","3451","1","10","true","11","1","5","21","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.common.function.TestPDFunctionType4_java","0","0","0","9","192","0","1","false","5","0","1","8","false"
"preflight.src.test.java.org.apache.pdfbox.preflight.action.pdfa1b.TestForbiddenAction_java","0","0","0","2","159","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext_java","1","1","4","34","1320","1","2","false","3","0","3","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent_java","0","0","0","3","444","1","0","false","1","1","1","0","false"
"xmpbox.src.test.java.org.apache.xmpbox.schema.DublinCoreTest_java","0","0","0","4","87","0","3","false","3","0","0","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly_java","0","0","0","4","23","1","1","false","2","0","1","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions_java","0","0","0","6","40","1","1","false","4","0","0","2","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.HorizontalHeaderTable_java","0","0","0","5","331","1","3","false","3","0","1","3","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.EmptyValidationProcess_java","0","0","0","3","58","0","2","false","3","1","1","12","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.TrailerValidationProcess_java","1","2","6","15","1325","1","3","false","2","2","0","12","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.interactive.form.PDChoiceTest_java","0","0","0","3","69","0","2","false","1","0","2","0","false"
"tools.src.main.java.org.apache.pdfbox.tools.imageio.MetaUtil_java","0","0","0","5","15","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess_java","0","0","0","3","137","1","1","false","3","0","0","5","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch_java","0","0","0","8","345","0","0","false","2","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.PageMode_java","0","0","0","2","126","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.text.ShowTextLine_java","0","0","0","1","6","0","0","false","0","1","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.printing.Scaling_java","0","0","0","1","2","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator_java","2","4","14","27","415","1","7","false","7","0","0","16","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.PDNumberTreeNode_java","0","0","0","17","237","0","3","false","10","1","1","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder_java","0","0","0","7","158","0","0","false","1","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.Line_java","0","0","0","8","215","0","0","false","2","0","0","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.cos.COSDocument_java","1","1","20","58","1406","1","15","true","16","3","2","21","true"
"xmpbox.src.main.java.org.apache.xmpbox.type.RenditionClassType_java","0","0","0","2","16","1","4","false","2","2","1","15","false"
"tools.src.main.java.org.apache.pdfbox.tools.PDFSplit_java","0","0","0","21","246","0","2","false","8","0","0","8","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.colorpane.CSIndexed_java","1","1","2","2","4","0","0","false","0","0","1","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.signature.CreateEmptySignatureForm_java","3","3","86","4","156","0","0","false","0","0","1","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.TestPDPageContentStream_java","1","1","15","4","36","0","3","false","1","0","0","2","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.OS2WindowsMetricsTable_java","0","0","0","12","932","1","3","false","4","0","1","3","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators_java","0","0","0","2","69","1","0","false","1","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.PreflightConstants_java","0","0","0","11","2890","0","4","false","4","5","0","13","true"
"preflight.src.test.java.org.apache.pdfbox.preflight.parser.TestXmlResultParser_java","0","0","0","3","140","0","0","false","0","0","0","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.UndefAction_java","0","0","0","2","146","1","3","false","4","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject_java","0","0","0","3","423","1","1","false","1","1","2","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject_java","0","0","0","6","832","1","1","false","1","1","3","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.reflect.ActionsValidationProcess_java","0","0","0","5","135","1","5","false","3","1","0","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.cos.PDFDocEncoding_java","1","1","14","7","194","0","0","false","1","0","0","3","false"
"tools.src.test.java.org.apache.pdfbox.tools.imageio.TestImageIOUtils_java","1","1","5","10","167","0","3","false","5","0","0","5","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.graphic.ColorSpaceHelper_java","0","0","0","4","54","0","0","false","4","0","0","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton_java","0","0","0","47","1219","1","4","false","6","0","1","8","false"
"tools.src.main.java.org.apache.pdfbox.tools.ImportFDF_java","0","0","0","8","33","0","0","false","3","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.ui.OSXAdapter_java","0","0","0","4","26","0","0","false","1","1","0","1","false"
"xmpbox.src.main.java.org.apache.xmpbox.schema.XMPBasicJobTicketSchema_java","0","0","0","3","99","1","8","false","2","2","4","15","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.process.CatalogValidationProcess_java","0","0","0","18","1501","1","5","false","2","2","2","13","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.FontMapping_java","0","0","0","2","58","0","0","false","0","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.HideAction_java","0","0","0","2","232","1","3","false","4","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound_java","0","0","0","3","21","1","1","false","2","0","1","2","false"
"tools.src.main.java.org.apache.pdfbox.tools.imageio.ImageIOUtil_java","1","1","4","9","69","0","0","false","1","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.hexviewer.HexEditor_java","0","0","0","3","32","1","0","false","1","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController_java","0","0","0","3","70","1","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial_java","0","0","0","3","12","0","0","false","2","0","1","0","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.IntegerType_java","0","0","0","4","123","1","9","false","2","2","1","15","true"
"preflight.src.main.java.org.apache.pdfbox.preflight.action.UriAction_java","0","0","0","3","175","1","3","false","4","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.AppendRectangleToPath_java","0","0","0","4","21","1","2","false","4","1","2","1","false"
"examples.src.main.java.org.apache.pdfbox.examples.pdmodel.PrintDocumentMetaData_java","0","0","0","10","219","0","1","false","4","0","0","1","false"
"xmpbox.src.test.java.org.apache.xmpbox.schema.AdobePDFTest_java","0","0","0","3","147","0","6","false","3","0","2","15","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.Operator_java","0","0","0","2","34","0","0","false","1","0","1","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties_java","2","3","61","12","492","0","3","false","3","2","2","5","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.exception.ValidationException_java","0","0","0","4","113","0","10","false","2","1","1","12","true"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.DefaultResourceCache_java","0","0","0","2","208","1","0","false","1","4","1","3","false"
"examples.src.test.java.org.apache.pdfbox.examples.pdmodel.TestCreateSignature_java","2","3","136","15","1117","0","1","false","0","0","1","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension_java","0","0","0","2","39","0","0","false","1","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.ClipEvenOddRule_java","0","0","0","1","4","1","0","false","0","1","0","0","false"
"pdfbox.src.test.java.org.apache.pdfbox.pdmodel.PageModeTest_java","0","0","0","0","0","0","0","false","0","0","0","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding_java","1","1","229","1","229","1","0","false","0","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.graphic.NoPatternColorSpaceHelper_java","0","0","0","4","88","1","1","false","4","1","1","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateFinalPoint_java","0","0","0","4","23","1","2","false","4","1","2","1","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript_java","0","0","0","5","44","1","1","false","4","0","2","2","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators_java","0","0","0","2","194","1","0","false","1","0","1","0","false"
"preflight.src.main.java.org.apache.pdfbox.preflight.annotation.FreeTextAnnotationValidator_java","0","0","0","4","163","1","2","false","4","1","0","12","false"
"pdfbox.src.main.java.org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint_java","0","0","0","0","0","1","0","false","0","0","0","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.flagbitspane.PanoseFlag_java","0","0","0","1","2","0","0","false","0","0","1","0","false"
"debugger.src.main.java.org.apache.pdfbox.debugger.PDFDebugger_java","2","2","33","33","805","1","0","false","2","3","4","0","false"
"examples.src.main.java.org.apache.pdfbox.examples.interactive.form.FieldTriggers_java","0","0","0","2","290","0","0","false","0","0","0","0","false"
"fontbox.src.main.java.org.apache.fontbox.ttf.TrueTypeCollection_java","0","0","0","6","269","0","0","false","0","0","2","0","false"
"pdfbox.src.main.java.org.apache.pdfbox.contentstream.operator.markedcontent.DrawObject_java","0","0","0","1","72","1","0","false","0","2","0","0","false"
"xmpbox.src.main.java.org.apache.xmpbox.type.ThumbnailType_java","0","0","0","3","326","1","7","true","3","2","3","15","false"
