Index,Size
Clique1,240
Clique2,78
Clique3,56
Clique4,23
Clique5,22
Clique6,21
Clique7,9
Clique8,8
Clique9,6
Clique10,6
Clique11,5
Clique12,5
Clique13,5
Clique14,5
Clique15,3
Clique16,2
Clique17,2
Clique18,2
Clique19,2
Clique20,2
Clique21,2
Clique22,2
Clique23,2
Clique24,2
Clique25,2

